Caption,Category
Local butcher illegally killed a street dog. Action needed! #9914,Illegal Activities
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Abandoned kitten found in Pokhara. Looking for a foster home.,Help
Urgent help needed for injured stray puppy #828,Help
Urgent help needed for injured stray puppy #2208,Help
Looking to adopt a 2-month-old vaccinated kitten #2289,Adoption
Vaccination campaign for street dogs happening at Kathmandu on Monday.,Vaccination
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6489,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3467,Vaccination
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Join us for a community pet vaccination event in Biratnagar.,Vaccination
"Meet Max, a lovable Pug looking for a forever home in Itahari.",Adoption
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7347,Vaccination
Cruel treatment of animals reported near Biratnagar. Raise your voice!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3645,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4113,Adoption
Adopt Bella and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #6524,Help
Urgent help needed for injured stray puppy #3076,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2611,Vaccination
Local butcher illegally killed a street dog. Action needed! #2046,Illegal Activities
Looking to adopt a cute Persian? Meet Simba at Kathmandu.,Adoption
Join us for a community pet vaccination event in Pokhara.,Vaccination
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Friendly Beagle named Luna available for adoption in Dharan.,Adoption
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Puppy crying in pain at Kathmandu. Please help!,Help
"Adopshun needed 4 lil pup, very friendly!",Adoption
Local butcher illegally killed a street dog. Action needed! #3178,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6173,Adoption
Poachers selling stray dogs in market,Illegal Activities
Protect our strays: vaccination camp at Pokhara this July 15th.,Vaccination
Local butcher illegally killed a street dog. Action needed! #1022,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #4051,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1563,Vaccination
Urgent help needed for injured stray puppy #1556,Help
Poachers selling stray dogs in market,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6353,Adoption
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Puppy crying in pain at Pokhara. Please help!,Help
"Meet Luna, a lovable Persian looking for a forever home in Dharan.",Adoption
Abandoned kitten found in Itahari. Looking for a foster home.,Help
Looking to adopt a 2-month-old vaccinated kitten #693,Adoption
Adopt Max and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Protect our strays: vaccination camp at Pokhara this July 15th.,Vaccination
Urgent help needed for injured stray puppy #2040,Help
Friendly Persian named Max available for adoption in Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1207,Vaccination
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1530,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4437,Adoption
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Join us for a community pet vaccination event in Butwal.,Vaccination
Urgent help needed for injured stray puppy #2592,Help
Urgent help needed for injured stray puppy #7824,Help
Rescued dog needs surgery nd foster home ASAP!,Help
Adopt Max and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed! #2178,Illegal Activities
Free rabies vaccination drive for stray animals at Pokhara on Monday.,Vaccination
Wounded animal lying on the road at Kathmandu. Volunteers needed urgently!,Help
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Adopt Coco and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #9156,Help
Local butcher illegally killed a street dog. Action needed! #6838,Illegal Activities
Protect our strays: vaccination camp at Butwal this August 1st.,Vaccination
Free rabies vaccination drive for stray animals at Kathmandu on August 1st.,Vaccination
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Friendly Pug named Simba available for adoption in Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Urgent help needed for injured stray puppy #7772,Help
Local butcher illegally killed a street dog. Action needed! #5638,Illegal Activities
Abandoned kitten found in Butwal. Looking for a foster home.,Help
Vaccination campaign for street dogs happening at Lalitpur on Monday.,Vaccination
Looking to adopt a cute German Shepherd? Meet Bella at Biratnagar.,Adoption
"Meet Max, a lovable Stray looking for a forever home in Biratnagar.",Adoption
Puppy crying in pain at Kathmandu. Please help!,Help
"Meet Max, a lovable Labrador looking for a forever home in Butwal.",Adoption
Urgent help needed for injured stray puppy #5740,Help
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed! #9614,Illegal Activities
Poachers selling stray dogs in market,Illegal Activities
Rescued dog needs surgery nd foster home ASAP!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2975,Vaccination
Cat available 4 adoption after rescue n treatment,Adoption
Protect our strays: vaccination camp at Itahari this this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed in Pokhara!,Illegal Activities
"Adopshun needed 4 lil pup, very friendly!",Adoption
Vaccination campaign for street dogs happening at Itahari on Monday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7087,Vaccination
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
"Adopshun needed 4 lil pup, very friendly!",Adoption
Adopt Bella and give them the loving family they deserve.,Adoption
Protect our strays: vaccination camp at Pokhara this August 1st.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1865,Adoption
Urgent help needed for injured stray puppy #3380,Help
Join us for a community pet vaccination event in Dharan.,Vaccination
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3965,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4287,Vaccination
Local butcher illegally killed a street dog. Action needed! #3598,Illegal Activities
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Looking to adopt a cute German Shepherd? Meet Charlie at Bhaktapur.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #55,Vaccination
Local butcher illegally killed a street dog. Action needed! #7370,Illegal Activities
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Puppy adoption scam?? or legit?? idk 🤔,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Urgent help needed for injured stray puppy #5504,Help
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Looking to adopt a 2-month-old vaccinated kitten #5577,Adoption
Local butcher illegally killed a street dog. Action needed in Butwal!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4646,Illegal Activities
Urgent help needed for injured stray puppy #5552,Help
Local butcher illegally killed a street dog. Action needed! #7582,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2373,Adoption
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3669,Adoption
Vaccination campaign for street dogs happening at Dharan on August 1st.,Vaccination
Vaccination campaign for street dogs happening at Bhaktapur on Monday.,Vaccination
Vaccination campaign for street dogs happening at Lalitpur on Tuesday.,Vaccination
Join us for a community pet vaccination event in Lalitpur.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #225,Adoption
Adopt Luna and give them the loving family they deserve.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7275,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #985,Adoption
Puppy crying in pain at Butwal. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2595,Vaccination
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #2115,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3605,Adoption
Vaccination campaign for street dogs happening at Kathmandu on Monday.,Vaccination
Join us for a community pet vaccination event in Dharan.,Vaccination
Looking to adopt a cute German Shepherd? Meet Charlie at Pokhara.,Adoption
Illegal dog fighting ring uncovered in Itahari. Investigation ongoing.,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Biratnagar!,Illegal Activities
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Local butcher illegally killed a street dog. Action needed! #5398,Illegal Activities
Urgent help needed for injured stray puppy #2504,Help
Abandoned kitten found in Biratnagar. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed! #6170,Illegal Activities
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
Puppy crying in pain at Pokhara. Please help!,Help
Wounded animal lying on the road at Butwal. Volunteers needed urgently!,Help
Urgent help needed for injured stray puppy #9124,Help
Free rabies vaccination drive for stray animals at Butwal on Tuesday.,Vaccination
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Protect our strays: vaccination camp at Kathmandu this Tuesday.,Vaccination
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #724,Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Puppy crying in pain at Biratnagar. Please help!,Help
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #5360,Help
Wounded animal lying on the road at Lalitpur. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #4846,Illegal Activities
Abandoned kitten found in Pokhara. Looking for a foster home.,Help
Looking to adopt a 2-month-old vaccinated kitten #6001,Adoption
