Caption,Category
Abandoned kitten found in Pokhara. Looking for a foster home.,Help
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Puppy crying in pain at Biratnagar. Please help!,Help
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7871,Vaccination
Protect our strays: vaccination camp at Biratnagar this this weekend.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #931,Vaccination
"Kitten vaccinated after abuse case, help still needed for recovery",Vaccination
Local butcher illegally killed a street dog. Action needed in Pokhara!,Illegal Activities
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7002,Illegal Activities
"Injured puppy already vaccinated, but still needs urgent help 😢",Help
Looking to adopt a 2-month-old vaccinated kitten #1797,Adoption
Vaccination records faked during illegal puppy sales,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3951,Vaccination
Puppy crying in pain at Biratnagar. Please help!,Help
"Animal abuse victim, please help, might need new home later",Help
Puppy crying in pain at Itahari. Please help!,Help
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Injured stray dog spotted near Kathmandu. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8467,Vaccination
Protect our strays: vaccination camp at Dharan this Monday.,Vaccination
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Puppy crying in pain at Pokhara. Please help!,Help
Report: Suspected poisoning of stray animals in Itahari. Authorities notified.,Illegal Activities
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
Rescued puppy available for adoption after vaccination 💉,Vaccination
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Illegal dog fighting ring uncovered in Dharan. Investigation ongoing.,Illegal Activities
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Looking to adopt a 2-month-old vaccinated kitten #737,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8051,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2191,Vaccination
Local butcher illegally killed a street dog. Action needed! #694,Illegal Activities
"Dog rescued from abuse, available for adoption 🙏",Adoption
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6559,Vaccination
Urgent help needed for injured stray puppy #8592,Help
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
"Animal abuse victim, please help, might need new home later",Help
Local butcher illegally killed a street dog. Action needed! #4650,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5302,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5574,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #417,Adoption
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
"Dog rescued from abuse, available for adoption 🙏",Adoption
Vaccination campaign for street dogs happening at Butwal on Monday.,Vaccination
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8825,Adoption
Local butcher illegally killed a street dog. Action needed! #7706,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7987,Vaccination
Local butcher illegally killed a street dog. Action needed! #4090,Illegal Activities
Friendly Beagle named Luna available for adoption in Dharan.,Adoption
Dog rescued from illegal breeder got vaccination this week,Vaccination
Abandoned kitten found in Itahari. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed! #5566,Illegal Activities
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Puppy crying in pain at Lalitpur. Please help!,Help
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7943,Vaccination
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Dog rescued from illegal breeder got vaccination this week,Vaccination
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Cruel treatment of animals reported near Biratnagar. Raise your voice!,Illegal Activities
"Animal abuse victim, please help, might need new home later",Help
"Rescued stray vaccinated last week, adoption requests open",Adoption
Report: Suspected poisoning of stray animals in Dharan. Authorities notified.,Illegal Activities
Protect our strays: vaccination camp at Itahari this this weekend.,Vaccination
Friendly Persian named Coco available for adoption in Kathmandu.,Adoption
Free rabies vaccination drive for stray animals at Bhaktapur on Tuesday.,Vaccination
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Urgent help needed for injured stray puppy #3036,Help
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Urgent help needed for injured stray puppy #2224,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7619,Vaccination
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2949,Adoption
Puppy crying in pain at Biratnagar. Please help!,Help
Looking to adopt a cute Stray? Meet Bella at Biratnagar.,Adoption
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Urgent help needed for injured stray puppy #3436,Help
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7331,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1689,Adoption
Rescued puppy available for adoption after vaccination 💉,Vaccination
Dog rescued from illegal breeder got vaccination this week,Vaccination
Local butcher illegally killed a street dog. Action needed! #9354,Illegal Activities
Urgent help needed for injured stray puppy #4196,Help
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9265,Adoption
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
"Rescued stray vaccinated last week, adoption requests open",Adoption
Local butcher illegally killed a street dog. Action needed! #6666,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #2963,Vaccination
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Local butcher illegally killed a street dog. Action needed! #1910,Illegal Activities
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Urgent help needed for injured stray puppy #8224,Help
Urgent help needed for injured stray puppy #7948,Help
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
Looking to adopt a cute Beagle? Meet Luna at Lalitpur.,Adoption
Local butcher illegally killed a street dog. Action needed! #750,Illegal Activities
"Meet Luna, a lovable Stray looking for a forever home in Bhaktapur.",Adoption
Urgent help needed for injured stray puppy #5864,Help
Urgent help needed for injured stray puppy #464,Help
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2446,Illegal Activities
Adopt Bella and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed in Biratnagar!,Illegal Activities
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Friendly Pug named Charlie available for adoption in Dharan.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7231,Vaccination
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
Local butcher illegally killed a street dog. Action needed! #7222,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3653,Adoption
Join us for a community pet vaccination event in Biratnagar.,Vaccination
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
"Animal abuse victim, please help, might need new home later",Help
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
